user_id,country,platform_tenure_days,last_30d_sessions,last_90d_spend,ps_plus_member,pre_30d_spend,spend_tier,engagement_tier,stratum,treatment,ps5_purchase_30d,revenue_60d,post_30d_sessions,unsubscribe_flag,optout_flag
9883,UK,1186,9,211.73,0,41.66,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,1,189.32,14,0,0
9884,US,2598,7,41.47,0,8.77,S2_mid,E1_low,S2_mid_E1_low,0,0,60.58,7,0,0
9885,US,1898,13,138.53,1,27.31,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,41.01,8,0,0
9886,JP,1369,4,54.02,1,26.85,S3_high,E1_low,S3_high_E1_low,1,0,80.67,4,0,0
9887,DE,228,7,21.67,0,14.34,S1_low,E1_low,S1_low_E1_low,1,0,42.86,7,0,0
9888,DE,1844,11,97.06,1,17.43,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,39.28,8,0,0
9889,US,1557,8,88.95,0,23.1,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,78.34,5,0,0
9890,JP,2051,5,46.75,0,8.46,S3_high,E1_low,S3_high_E1_low,0,0,91.75,6,0,0
9891,CA,1719,12,24.75,1,41.46,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,0,18.73,13,0,0
9892,US,2806,12,65.83,1,25.87,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,20.5,15,0,0
9893,US,3296,12,54.87,1,21.47,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,39.03,13,0,0
9894,JP,1873,10,133.32,0,19.2,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,13.75,18,0,0
9895,US,1260,9,17.54,0,29.39,S1_low,E2_mid,S1_low_E2_mid,1,0,40.6,12,0,0
9896,FR,1140,13,95.84,1,22.1,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,66.45,18,0,0
9897,UK,3220,8,19.71,0,14.93,S1_low,E2_mid,S1_low_E2_mid,0,0,0.0,8,0,0
9898,DE,1957,7,30.56,1,4.68,S2_mid,E1_low,S2_mid_E1_low,0,0,48.77,7,0,0
9899,UK,3547,6,18.64,0,7.23,S1_low,E1_low,S1_low_E1_low,0,0,5.75,6,0,0
9900,JP,2496,9,40.63,0,30.71,S2_mid,E2_mid,S2_mid_E2_mid,1,0,15.78,5,0,0
9901,US,2140,9,2.6,0,16.46,S1_low,E2_mid,S1_low_E2_mid,0,1,146.09,7,0,0
9902,US,239,7,64.19,1,13.79,S3_high,E1_low,S3_high_E1_low,0,0,34.06,8,0,0
9903,UK,2687,9,56.92,0,31.06,S3_high,E2_mid,S3_high_E2_mid,0,1,102.37,10,0,0
9904,US,1744,7,45.7,0,24.01,S3_high,E1_low,S3_high_E1_low,1,0,53.08,7,0,0
9905,CA,415,6,11.55,0,9.38,S1_low,E1_low,S1_low_E1_low,0,0,7.65,2,0,0
9906,UK,1277,14,36.4,0,23.45,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,19.59,15,0,0
9907,US,1674,9,16.67,0,23.38,S1_low,E2_mid,S1_low_E2_mid,1,0,25.76,8,0,0
9908,DE,3274,10,67.2,1,21.75,S3_high,E3_high,S3_high_E3_high,1,0,0.0,8,0,0
9909,US,2335,14,8.05,0,6.69,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,70.64,12,0,0
9910,FR,1435,5,152.5,1,23.5,S4_vhigh,E1_low,S4_vhigh_E1_low,0,1,202.49,5,0,0
9911,US,3577,10,17.51,0,7.09,S1_low,E3_high,S1_low_E3_high,1,0,69.12,13,0,0
9912,UK,2306,12,112.31,1,28.45,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,32.76,16,0,0
9913,JP,3546,7,57.89,1,6.51,S3_high,E1_low,S3_high_E1_low,1,0,40.42,6,0,0
9914,US,1678,9,30.87,0,3.73,S2_mid,E2_mid,S2_mid_E2_mid,0,0,2.01,8,0,0
9915,US,3110,16,63.01,0,8.55,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,53.22,24,0,0
9916,US,2974,9,65.18,0,21.41,S3_high,E2_mid,S3_high_E2_mid,1,1,183.22,13,0,0
9917,CA,2621,8,42.55,1,0.82,S2_mid,E2_mid,S2_mid_E2_mid,1,0,39.85,10,0,0
9918,US,3395,10,52.82,1,30.98,S3_high,E3_high,S3_high_E3_high,1,0,70.83,7,0,0
9919,US,2029,10,159.45,1,44.23,S4_vhigh,E3_high,S4_vhigh_E3_high,0,0,54.45,5,0,0
9920,JP,332,9,40.15,1,5.51,S2_mid,E2_mid,S2_mid_E2_mid,0,1,146.63,15,0,0
9921,US,1396,7,102.56,0,31.66,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,86.14,5,0,0
9922,US,101,12,65.89,0,0.0,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,20.74,23,0,0
9923,CA,983,12,98.32,1,32.22,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,24.72,9,0,0
9924,US,2580,6,65.09,0,16.39,S3_high,E1_low,S3_high_E1_low,1,1,174.75,7,0,0
9925,US,492,11,61.74,1,3.21,S3_high,E3_high,S3_high_E3_high,0,0,18.2,12,0,0
9926,AU,2315,13,84.56,0,21.18,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,31.98,17,0,0
9927,UK,2332,9,70.06,0,18.29,S3_high,E2_mid,S3_high_E2_mid,1,0,0.0,8,0,0
9928,US,2037,10,162.84,0,23.62,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,112.03,17,0,0
9929,DE,2529,8,118.76,0,17.04,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,54.96,7,0,0
9930,US,1589,17,13.69,1,0.0,S1_low,E4_vhigh,S1_low_E4_vhigh,1,0,35.36,15,0,0
9931,US,2417,9,45.26,1,6.5,S3_high,E2_mid,S3_high_E2_mid,1,0,56.53,5,0,0
9932,UK,2744,14,83.51,0,34.57,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,1,108.04,11,0,0
9933,US,2142,13,58.56,0,17.39,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,26.14,9,0,0
9934,US,2577,7,8.87,0,0.0,S1_low,E1_low,S1_low_E1_low,1,0,13.6,7,0,0
9935,JP,2799,5,78.8,0,14.63,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,31.25,5,0,0
9936,US,1538,9,16.39,0,23.2,S1_low,E2_mid,S1_low_E2_mid,0,0,0.0,7,0,0
9937,US,3344,8,138.28,0,46.87,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,34.97,14,0,0
9938,US,1206,9,61.59,1,0.0,S3_high,E2_mid,S3_high_E2_mid,0,1,186.31,12,0,0
9939,DE,237,9,56.47,1,16.3,S3_high,E2_mid,S3_high_E2_mid,1,0,24.59,14,0,0
9940,UK,3512,11,6.83,1,14.24,S1_low,E3_high,S1_low_E3_high,1,0,33.18,13,0,0
9941,JP,3082,9,191.83,1,32.99,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,31.29,12,0,0
9942,US,1498,10,111.08,0,35.73,S4_vhigh,E3_high,S4_vhigh_E3_high,1,1,102.71,14,0,0
9943,DE,803,9,40.52,0,11.25,S2_mid,E2_mid,S2_mid_E2_mid,1,0,60.41,7,0,0
9944,CA,786,12,77.96,0,23.0,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,71.27,15,0,0
9945,US,2100,12,101.47,0,19.59,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,1,148.74,16,0,0
9946,US,3505,6,17.88,0,7.45,S1_low,E1_low,S1_low_E1_low,0,0,5.54,1,0,0
9947,FR,1172,7,58.4,0,35.88,S3_high,E1_low,S3_high_E1_low,1,0,52.94,2,0,0
9948,US,2586,7,10.24,0,8.26,S1_low,E1_low,S1_low_E1_low,0,0,9.62,10,0,0
9949,UK,1342,7,5.06,1,4.66,S1_low,E1_low,S1_low_E1_low,0,0,34.06,4,0,0
9950,US,2051,16,38.53,1,7.2,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,0,103.13,16,0,0
9951,US,2339,10,38.48,0,7.9,S2_mid,E3_high,S2_mid_E3_high,1,0,33.49,12,0,0
9952,AU,2809,9,4.28,1,0.0,S1_low,E2_mid,S1_low_E2_mid,0,0,3.28,12,0,0
9953,FR,2681,5,39.46,1,1.58,S2_mid,E1_low,S2_mid_E1_low,1,0,9.49,5,0,0
9954,US,833,9,36.39,0,0.85,S2_mid,E2_mid,S2_mid_E2_mid,1,0,92.22,8,0,0
9955,UK,432,8,63.53,0,18.5,S3_high,E2_mid,S3_high_E2_mid,1,0,4.04,7,0,0
9956,US,2049,10,42.66,1,12.75,S2_mid,E3_high,S2_mid_E3_high,0,0,23.71,10,0,0
9957,DE,1497,11,63.14,1,13.94,S3_high,E3_high,S3_high_E3_high,0,0,16.75,12,0,0
9958,US,1020,12,15.91,0,5.65,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,26.35,9,0,0
9959,US,744,9,24.57,0,5.61,S2_mid,E2_mid,S2_mid_E2_mid,0,0,54.75,9,0,0
9960,US,3153,7,36.79,1,10.12,S2_mid,E1_low,S2_mid_E1_low,1,0,71.09,5,0,0
9961,US,335,5,37.94,0,23.64,S2_mid,E1_low,S2_mid_E1_low,0,0,49.64,3,0,0
9962,US,524,10,26.65,0,0.0,S2_mid,E3_high,S2_mid_E3_high,1,0,51.06,7,0,0
9963,US,1274,13,123.52,0,32.54,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,7.89,11,0,0
9964,AU,817,6,11.26,0,6.44,S1_low,E1_low,S1_low_E1_low,1,0,12.68,7,0,0
9965,US,275,7,25.96,1,22.72,S2_mid,E1_low,S2_mid_E1_low,1,0,69.48,9,0,0
9966,US,912,10,39.84,0,6.15,S2_mid,E3_high,S2_mid_E3_high,0,1,84.1,15,0,0
9967,US,1347,9,9.12,0,21.59,S1_low,E2_mid,S1_low_E2_mid,1,0,34.54,14,0,0
9968,UK,1614,10,56.41,1,17.25,S3_high,E3_high,S3_high_E3_high,0,0,0.0,6,0,0
9969,US,1940,12,29.16,0,17.65,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,44.36,16,0,0
9970,US,511,5,34.32,1,13.73,S2_mid,E1_low,S2_mid_E1_low,0,1,120.6,7,0,0
9971,DE,3571,8,87.74,0,26.56,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,44.56,6,0,0
9972,US,2000,5,54.03,0,15.38,S3_high,E1_low,S3_high_E1_low,1,0,55.27,6,0,0
9973,AU,1484,9,91.92,0,0.47,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,2.86,6,0,0
9974,US,2682,13,8.02,0,19.02,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,67.94,9,0,0
9975,UK,3415,15,41.46,1,7.47,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,1,113.35,14,0,0
9976,US,59,9,8.82,1,6.46,S1_low,E2_mid,S1_low_E2_mid,1,0,55.22,13,0,0
9977,UK,1843,8,37.29,0,1.77,S2_mid,E2_mid,S2_mid_E2_mid,0,0,1.0,10,0,0
9978,FR,3241,8,12.95,0,23.61,S1_low,E2_mid,S1_low_E2_mid,1,0,0.0,7,0,0
9979,US,883,13,151.89,0,26.85,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,39.2,22,0,0
9980,US,3115,12,52.6,0,16.57,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,10.97,14,0,0
9981,US,2170,15,63.64,1,16.48,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,28.21,23,0,0
9982,US,213,10,3.46,0,14.96,S1_low,E3_high,S1_low_E3_high,0,0,64.6,12,0,0
9983,AU,3190,11,33.67,0,0.0,S2_mid,E3_high,S2_mid_E3_high,1,0,52.42,9,0,0
9984,CA,277,14,26.65,0,2.42,S2_mid,E4_vhigh,S2_mid_E4_vhigh,0,0,45.54,19,0,0
9985,CA,2605,7,12.46,0,1.75,S1_low,E1_low,S1_low_E1_low,0,0,15.49,7,0,0
9986,JP,2107,11,9.54,1,12.3,S1_low,E3_high,S1_low_E3_high,0,1,181.33,18,0,0
9987,FR,2898,7,84.32,1,26.84,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,0.0,6,0,0
9988,FR,1165,10,27.58,0,10.54,S2_mid,E3_high,S2_mid_E3_high,1,1,144.2,16,0,1
9989,US,453,10,22.04,0,0.0,S1_low,E3_high,S1_low_E3_high,0,0,15.81,13,0,0
9990,US,1805,4,160.98,1,16.4,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,49.95,3,0,0
9991,US,2729,12,55.89,0,13.8,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,8.37,13,0,0
9992,US,2084,5,25.86,0,11.76,S2_mid,E1_low,S2_mid_E1_low,1,0,35.83,3,0,0
9993,US,339,8,62.22,1,17.15,S3_high,E2_mid,S3_high_E2_mid,1,0,22.29,7,0,0
9994,US,2338,6,79.55,0,31.73,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,23.22,2,0,0
9995,US,1478,10,83.18,0,21.01,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,49.09,5,0,0
9996,US,2678,7,50.99,1,8.95,S3_high,E1_low,S3_high_E1_low,1,0,20.48,12,0,0
9997,US,3401,10,117.02,1,30.25,S4_vhigh,E3_high,S4_vhigh_E3_high,1,1,104.7,9,0,0
9998,US,3132,5,49.69,0,16.37,S3_high,E1_low,S3_high_E1_low,1,0,11.87,2,0,0
9999,US,3649,12,187.56,0,63.04,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,1,250.37,20,0,0
10000,US,2226,11,106.69,0,10.59,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,0.0,11,0,0
10001,DE,2646,8,58.24,0,17.55,S3_high,E2_mid,S3_high_E2_mid,1,1,161.16,14,0,0
10002,UK,410,10,28.14,1,2.83,S2_mid,E3_high,S2_mid_E3_high,0,1,154.07,20,0,0
10003,US,659,11,53.51,1,17.45,S3_high,E3_high,S3_high_E3_high,0,0,13.5,13,0,0
10004,US,523,12,13.54,1,20.2,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,58.06,11,0,0
10005,US,2674,8,66.36,0,22.69,S3_high,E2_mid,S3_high_E2_mid,0,0,18.39,7,0,0
10006,US,2251,8,140.35,1,29.39,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,1,93.89,14,0,0
10007,US,3359,7,30.03,1,11.57,S2_mid,E1_low,S2_mid_E1_low,1,0,61.11,9,0,0
10008,AU,2595,9,101.59,1,11.91,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,41.97,10,0,0
10009,US,3191,5,71.88,1,22.64,S3_high,E1_low,S3_high_E1_low,0,0,24.4,6,0,0
10010,US,2759,7,132.57,0,19.71,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,74.33,7,0,0
10011,DE,2306,7,43.48,0,30.99,S2_mid,E1_low,S2_mid_E1_low,1,0,66.4,10,0,0
10012,US,1907,5,30.22,0,8.94,S2_mid,E1_low,S2_mid_E1_low,0,0,22.37,6,0,0
10013,US,518,12,39.54,1,24.16,S2_mid,E4_vhigh,S2_mid_E4_vhigh,1,0,17.41,7,0,0
10014,US,2203,10,173.44,1,35.52,S4_vhigh,E3_high,S4_vhigh_E3_high,0,1,182.99,12,0,0
10015,JP,1945,12,12.24,1,1.69,S1_low,E4_vhigh,S1_low_E4_vhigh,0,0,42.08,12,0,0
10016,US,3557,4,51.15,1,32.53,S3_high,E1_low,S3_high_E1_low,0,0,42.41,5,0,0
10017,UK,3321,6,60.98,0,10.12,S3_high,E1_low,S3_high_E1_low,1,1,96.3,7,0,0
10018,DE,1290,11,21.44,0,20.99,S1_low,E3_high,S1_low_E3_high,1,0,0.0,15,0,0
10019,US,713,8,35.87,0,21.25,S2_mid,E2_mid,S2_mid_E2_mid,1,0,8.07,7,0,0
10020,DE,805,7,95.4,0,25.04,S4_vhigh,E1_low,S4_vhigh_E1_low,0,1,169.85,14,0,0
10021,US,1793,9,19.47,0,15.59,S1_low,E2_mid,S1_low_E2_mid,0,0,74.07,10,0,0
10022,US,3537,18,52.76,1,29.99,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,69.98,20,0,0
10023,US,3153,9,7.0,0,41.27,S1_low,E2_mid,S1_low_E2_mid,1,0,76.48,12,0,0
10024,AU,3355,10,69.91,1,17.93,S3_high,E3_high,S3_high_E3_high,0,1,201.07,8,0,0
10025,US,866,10,38.32,0,6.6,S2_mid,E3_high,S2_mid_E3_high,1,0,29.97,15,0,0
10026,US,55,5,90.04,0,22.46,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,0.0,7,0,0
10027,JP,2467,8,26.62,1,2.73,S2_mid,E2_mid,S2_mid_E2_mid,1,0,7.95,17,0,0
10028,US,1484,8,73.73,0,11.72,S3_high,E2_mid,S3_high_E2_mid,0,0,13.78,6,0,0
10029,JP,1707,16,139.51,0,28.49,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,66.74,20,0,0
10030,UK,2690,8,43.95,0,9.55,S2_mid,E2_mid,S2_mid_E2_mid,0,0,37.4,7,0,0
10031,CA,3611,7,3.92,1,17.66,S1_low,E1_low,S1_low_E1_low,0,1,118.52,10,0,0
10032,DE,672,6,93.25,1,11.02,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,34.88,4,0,0
10033,DE,2233,8,200.38,0,47.23,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,1,256.32,10,0,0
10034,US,145,7,189.49,1,31.24,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,46.0,8,0,0
10035,AU,1844,6,24.37,0,0.0,S2_mid,E1_low,S2_mid_E1_low,0,0,31.63,9,0,0
10036,JP,161,11,17.21,1,13.37,S1_low,E3_high,S1_low_E3_high,1,0,41.69,11,0,0
10037,JP,2985,10,92.47,0,45.31,S4_vhigh,E3_high,S4_vhigh_E3_high,0,1,114.37,12,0,0
10038,UK,2074,10,4.93,1,0.0,S1_low,E3_high,S1_low_E3_high,1,1,107.59,12,0,0
10039,US,957,6,42.62,1,16.32,S2_mid,E1_low,S2_mid_E1_low,1,0,18.49,4,0,0
10040,US,863,9,67.92,1,10.06,S3_high,E2_mid,S3_high_E2_mid,1,1,16.99,12,0,0
10041,US,2398,8,0.65,1,14.11,S1_low,E2_mid,S1_low_E2_mid,0,0,10.56,10,0,0
10042,US,963,7,27.48,1,5.71,S2_mid,E1_low,S2_mid_E1_low,0,0,18.88,11,0,0
10043,UK,1426,10,25.69,0,26.67,S2_mid,E3_high,S2_mid_E3_high,1,0,14.58,10,0,0
10044,UK,84,11,19.79,0,0.0,S1_low,E3_high,S1_low_E3_high,1,0,61.39,12,0,0
10045,US,1292,8,56.95,0,8.09,S3_high,E2_mid,S3_high_E2_mid,0,0,56.72,7,0,0
10046,US,2657,6,19.06,0,19.9,S1_low,E1_low,S1_low_E1_low,1,0,0.0,11,0,0
10047,UK,236,12,88.15,1,10.09,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,33.14,10,0,0
10048,US,3083,11,73.2,1,14.17,S3_high,E3_high,S3_high_E3_high,1,0,22.71,18,0,0
10049,AU,1005,11,64.9,1,16.61,S3_high,E3_high,S3_high_E3_high,1,0,28.27,9,0,0
10050,UK,2685,10,32.46,1,3.39,S2_mid,E3_high,S2_mid_E3_high,1,1,122.85,14,0,0
10051,US,535,9,38.42,1,8.58,S2_mid,E2_mid,S2_mid_E2_mid,0,0,0.0,9,0,0
10052,US,523,8,0.68,1,3.89,S1_low,E2_mid,S1_low_E2_mid,0,0,37.16,8,0,0
10053,UK,3178,8,77.9,1,13.72,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,30.57,9,0,0
10054,US,3495,5,107.16,0,37.8,S4_vhigh,E1_low,S4_vhigh_E1_low,0,1,106.56,5,0,0
10055,FR,998,11,47.28,0,2.14,S3_high,E3_high,S3_high_E3_high,0,0,46.96,10,0,0
10056,US,3512,9,42.42,0,18.0,S2_mid,E2_mid,S2_mid_E2_mid,0,0,38.77,9,0,0
10057,US,2988,8,105.9,1,13.7,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,1,169.75,16,0,0
10058,US,968,9,33.08,1,12.37,S2_mid,E2_mid,S2_mid_E2_mid,0,0,7.3,5,0,0
10059,DE,2941,8,141.54,1,4.8,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,73.48,7,0,0
10060,AU,3588,6,154.95,1,40.9,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,32.43,4,0,0
10061,JP,1123,14,103.37,0,4.42,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,106.29,25,0,0
10062,US,1637,6,145.11,0,5.51,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,31.63,11,0,0
10063,FR,1073,7,81.27,1,4.25,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,16.44,8,0,0
10064,US,180,9,18.91,0,3.69,S1_low,E2_mid,S1_low_E2_mid,0,0,0.0,12,0,0
10065,CA,3412,7,55.02,1,21.63,S3_high,E1_low,S3_high_E1_low,0,0,62.39,9,0,0
10066,JP,2112,3,103.56,0,20.49,S4_vhigh,E1_low,S4_vhigh_E1_low,1,0,80.07,6,0,0
10067,US,690,4,67.0,0,32.32,S3_high,E1_low,S3_high_E1_low,1,0,46.95,4,0,0
10068,AU,1936,14,87.99,0,12.15,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,34.06,12,0,0
10069,US,2854,10,73.68,0,31.06,S3_high,E3_high,S3_high_E3_high,0,0,97.76,7,0,0
10070,US,3137,11,72.66,1,24.38,S3_high,E3_high,S3_high_E3_high,1,1,129.36,20,0,0
10071,US,2853,14,181.6,0,48.03,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,22.97,8,0,0
10072,JP,1317,13,70.26,0,24.24,S3_high,E4_vhigh,S3_high_E4_vhigh,0,1,107.97,16,0,0
10073,US,3375,12,67.42,1,4.12,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,26.53,11,0,1
10074,FR,2805,6,125.11,1,18.3,S4_vhigh,E1_low,S4_vhigh_E1_low,1,1,134.21,9,0,0
10075,US,1648,8,92.15,0,25.69,S4_vhigh,E2_mid,S4_vhigh_E2_mid,0,0,0.0,6,0,0
10076,DE,2877,8,18.98,0,7.84,S1_low,E2_mid,S1_low_E2_mid,0,0,24.81,8,0,0
10077,CA,3623,8,38.32,0,2.63,S2_mid,E2_mid,S2_mid_E2_mid,0,1,107.76,5,0,0
10078,US,156,8,31.5,0,0.0,S2_mid,E2_mid,S2_mid_E2_mid,0,0,31.06,6,0,0
10079,UK,2234,7,63.8,0,24.97,S3_high,E1_low,S3_high_E1_low,1,0,21.72,4,0,0
10080,UK,2466,6,32.94,0,35.23,S2_mid,E1_low,S2_mid_E1_low,0,0,33.07,5,0,0
10081,US,3188,7,8.2,0,11.66,S1_low,E1_low,S1_low_E1_low,0,0,15.03,7,0,0
10082,US,1765,10,26.37,0,12.23,S2_mid,E3_high,S2_mid_E3_high,0,0,0.0,7,0,0
10083,US,1271,8,5.87,0,15.25,S1_low,E2_mid,S1_low_E2_mid,0,0,6.99,10,0,0
10084,JP,762,11,6.78,0,10.84,S1_low,E3_high,S1_low_E3_high,1,0,62.49,5,0,0
10085,UK,1524,11,67.59,0,28.11,S3_high,E3_high,S3_high_E3_high,1,0,46.7,14,0,0
10086,FR,1539,7,40.46,0,47.64,S2_mid,E1_low,S2_mid_E1_low,0,1,78.61,10,0,0
10087,UK,3035,7,38.47,0,31.93,S2_mid,E1_low,S2_mid_E1_low,1,0,32.28,7,0,0
10088,FR,3133,10,67.93,0,26.42,S3_high,E3_high,S3_high_E3_high,1,0,58.15,9,0,0
10089,US,1861,9,25.95,1,0.0,S2_mid,E2_mid,S2_mid_E2_mid,0,0,0.0,8,0,0
10090,US,2526,9,29.63,0,23.89,S2_mid,E2_mid,S2_mid_E2_mid,0,0,70.18,8,0,0
10091,UK,2689,8,6.03,1,25.91,S1_low,E2_mid,S1_low_E2_mid,0,0,14.29,14,0,0
10092,US,2300,6,24.01,1,16.42,S2_mid,E1_low,S2_mid_E1_low,0,0,22.23,6,0,0
10093,US,2745,9,52.09,1,7.89,S3_high,E2_mid,S3_high_E2_mid,1,0,10.37,14,0,0
10094,UK,325,7,28.84,1,0.0,S2_mid,E1_low,S2_mid_E1_low,1,0,71.03,6,0,0
10095,JP,1704,9,28.36,0,0.0,S2_mid,E2_mid,S2_mid_E2_mid,1,0,13.6,12,0,1
10096,UK,2443,10,55.68,0,24.34,S3_high,E3_high,S3_high_E3_high,1,0,32.93,11,0,0
10097,US,1905,10,69.22,1,49.28,S3_high,E3_high,S3_high_E3_high,0,0,0.0,12,0,0
10098,AU,2775,4,96.77,0,16.02,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,15.42,5,0,0
10099,US,1174,5,60.43,1,13.74,S3_high,E1_low,S3_high_E1_low,0,0,0.0,4,0,0
10100,US,3468,11,69.1,1,12.93,S3_high,E3_high,S3_high_E3_high,1,0,22.47,12,0,0
10101,AU,479,8,13.33,0,8.5,S1_low,E2_mid,S1_low_E2_mid,0,0,25.27,9,0,0
10102,DE,2918,11,55.96,0,25.18,S3_high,E3_high,S3_high_E3_high,1,0,52.36,10,0,0
10103,JP,2658,15,51.85,1,21.75,S3_high,E4_vhigh,S3_high_E4_vhigh,0,0,46.14,10,0,0
10104,FR,319,7,21.99,1,14.26,S1_low,E1_low,S1_low_E1_low,1,0,0.0,9,0,0
10105,UK,919,12,111.55,0,42.06,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,1,231.72,17,0,0
10106,US,3445,5,12.55,0,7.03,S1_low,E1_low,S1_low_E1_low,0,0,0.0,2,0,0
10107,US,2498,9,41.54,0,11.58,S2_mid,E2_mid,S2_mid_E2_mid,1,0,45.9,9,0,0
10108,JP,2896,9,17.17,0,21.58,S1_low,E2_mid,S1_low_E2_mid,1,0,40.09,11,0,0
10109,JP,3086,13,179.02,0,59.83,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,0,0,48.19,14,0,0
10110,US,42,10,16.5,1,0.0,S1_low,E3_high,S1_low_E3_high,0,0,44.02,8,0,0
10111,US,3107,11,66.21,0,16.49,S3_high,E3_high,S3_high_E3_high,1,0,37.26,9,0,0
10112,US,2609,10,247.06,1,56.22,S4_vhigh,E3_high,S4_vhigh_E3_high,1,0,90.21,12,0,0
10113,US,915,10,18.43,1,18.55,S1_low,E3_high,S1_low_E3_high,1,1,140.52,13,0,0
10114,JP,1130,12,117.43,0,10.75,S4_vhigh,E4_vhigh,S4_vhigh_E4_vhigh,1,0,55.15,19,0,0
10115,US,1456,5,62.78,0,9.71,S3_high,E1_low,S3_high_E1_low,1,0,25.02,6,1,0
10116,US,2220,14,70.09,1,16.55,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,109.73,14,0,0
10117,JP,1002,9,55.46,0,14.98,S3_high,E2_mid,S3_high_E2_mid,1,0,0.0,2,0,0
10118,US,1053,9,97.99,0,23.84,S4_vhigh,E2_mid,S4_vhigh_E2_mid,1,0,95.19,10,0,0
10119,US,1988,7,90.1,0,30.58,S4_vhigh,E1_low,S4_vhigh_E1_low,0,0,12.75,6,0,0
10120,US,2672,13,50.72,0,37.5,S3_high,E4_vhigh,S3_high_E4_vhigh,1,0,50.24,13,0,0
10121,US,1586,11,97.74,1,19.88,S4_vhigh,E3_high,S4_vhigh_E3_high,0,1,166.03,9,0,0
